num_inspection;evaluation;departement
23-040650-1;2;58
23-025750-1;2;75
23-003347-1;3;7
22-103227-1;3;83
23-043357-1;2;89
23-068833-1;2;75
23-040901-1;2;73
23-040400-1;3;94
23-038043-1;3;39
23-069838-1;3;50
23-040377-1;1;71
23-069795-1;2;11
22-091803-1;2;60
23-042554-1;3;91
23-060720-1;2;83
23-044720-1;3;86
23-029890-1;3;50
23-073702-1;1;59
23-069219-1;2;26
23-040352-1;1;93
23-004493-1;2;2
23-007665-1;2;49
23-015542-1;3;94
23-069938-1;3;8
23-027020-1;3;59
23-011617-1;2;75
23-048496-1;2;79
23-004258-1;2;46
23-014576-1;2;11
23-048230-1;2;77
23-004776-1;1;29
23-041013-1;3;91
22-103555-1;3;75
23-042042-1;2;78
23-021115-1;3;29
22-003120-1;3;66
23-056594-1;3;75
23-043354-1;2;89
23-024399-1;3;22
23-078102-1;3;2
23-053932-1;2;75
22-099340-1;3;94
23-078328-1;3;2
23-065555-1;3;17
23-002709-1;2;72
23-064906-1;3;1
22-108807-1;1;75
23-052848-1;2;5
23-028906-1;3;57
23-057814-1;2;22
23-008552-1;2;79
22-089121-1;3;20
23-044820-1;3;68
23-032021-1;2;75
23-041148-1;2;97
23-051513-1;2;85
23-066591-1;3;59
23-041060-1;2;1
23-040468-1;2;93
22-040436-1;2;64
23-069353-1;3;94
23-001134-1;3;30
23-046863-2;2;93
23-045434-1;2;75
23-067442-1;3;75
23-074117-1;2;78
23-035404-1;2;44
23-040424-1;1;94
23-046863-4;2;93
23-062621-1;3;79
23-038468-1;2;97
23-046863-3;2;93
23-039886-1;2;75
23-013903-1;2;42
23-046863-1;2;93
23-041086-1;3;75
22-095183-1;2;43
23-023432-1;2;11
23-019478-1;2;7
23-054702-1;2;72
23-058608-1;3;85
23-044725-1;2;12
23-040520-3;3;93
22-096759-1;2;70
23-044718-1;2;12
23-078676-1;2;94
23-076597-1;3;68
23-047081-1;2;29
23-074925-1;3;13
23-015299-1;2;93
23-041158-1;2;51
22-100285-1;3;75
22-089425-1;2;79
22-096016-1;2;78
23-082230-1;3;7
23-000851-1;2;39
23-041095-1;2;69
22-096126-1;2;97
23-071304-1;2;69
23-060006-1;2;79
23-040604-1;2;1
23-058274-1;1;26
23-018477-1;2;60
23-053929-1;2;17
23-014481-1;2;33
22-098702-1;2;45
23-019320-1;3;29
23-052770-1;2;13
23-076101-1;1;51
23-026267-1;2;11
23-046867-1;2;56
23-045051-1;3;73
23-043742-1;1;93
23-059294-1;3;75
23-063062-1;3;93
23-062409-1;2;51
23-011012-1;2;19
23-036107-1;3;5
23-035358-1;2;65
23-020743-1;3;41
23-075615-1;3;79
22-089273-1;2;78
22-104397-1;3;49
23-061865-1;2;78
23-012166-1;3;66
22-099802-1;3;62
23-041218-1;3;8
23-015841-1;1;33
22-107366-1;2;60
23-041214-1;1;37
23-003747-1;2;86
23-017689-1;2;25
23-039633-1;2;69
23-041289-1;2;24
23-069910-1;2;50
22-040430-1;2;64
23-019210-1;3;14
23-070077-1;2;84
23-046863-5;2;93
23-040190-1;2;13
23-017691-1;2;25
23-046863-8;2;93
22-094661-1;2;92
23-012072-1;3;9
22-094021-1;3;69
23-040637-1;3;75
23-058056-1;2;75
22-090372-1;2;78
23-070099-1;1;93
22-086891-1;2;93
22-098784-1;2;20
23-040644-1;3;75
23-041443-1;3;75
23-061991-1;3;85
23-007091-1;3;76
23-055347-1;2;75
23-041935-1;3;81
23-014096-1;3;5
22-105342-1;2;75
23-083961-1;3;3
23-043085-1;1;63
23-062033-1;3;77
23-005948-1;3;7
22-103425-1;3;35
23-048301-1;2;59
23-060791-1;2;69
23-040670-1;2;43
22-109482-1;2;14
23-039113-1;3;71
22-107843-1;2;13
23-030392-1;3;79
23-041282-1;2;94
22-100445-1;2;80
23-040647-1;2;75
22-081339-1;2;65
23-019519-1;2;7
23-044931-1;2;79
23-025927-1;2;76
23-009309-1;3;49
23-023042-1;3;43
23-041280-1;2;48
22-107994-1;2;15
23-073100-1;3;50
22-105228-1;2;48
22-096230-1;2;81
23-084823-1;3;83
23-041305-1;3;85
22-108739-1;2;85
22-100875-1;3;81
22-097816-1;2;47
22-102240-1;3;97
23-025653-1;3;47
23-002442-1;3;16
23-010986-1;2;19
23-068953-1;2;84
23-004448-1;2;46
23-008443-1;3;19
22-109256-1;2;84
23-001671-1;2;88
22-091223-1;3;1
23-042418-1;3;29
23-015232-1;2;94
23-002271-1;2;66
23-013120-1;2;23
22-096763-1;2;69
23-035901-1;2;75
23-034131-1;2;97
23-049728-1;3;37
22-096760-1;3;57
23-041612-1;2;39
23-009418-1;2;75
23-010701-1;3;42
23-003052-1;3;22
23-041540-1;2;75
23-054882-1;2;40
22-090455-1;2;6
23-029344-1;2;75
23-032891-1;3;75
23-065638-1;2;17
23-003307-1;2;32
23-054081-1;2;92
23-053693-1;3;43
23-042865-1;3;54
23-036888-1;1;94
23-037894-1;2;75
23-048719-1;3;51
23-051040-1;2;14
23-058405-1;2;69
23-041426-1;1;60
23-040913-1;2;75
23-058725-1;2;75
23-073971-1;3;38
23-045887-1;2;61
23-041676-1;3;57
23-041465-1;2;41
23-006538-1;2;75
23-023911-1;3;54
23-050991-1;3;42
23-032927-1;1;60
23-039824-1;3;75
23-005888-1;2;79
23-029292-1;2;17
23-088071-1;2;93
23-035364-1;3;13
22-096339-1;3;79
23-013774-1;3;69
23-066879-1;1;60
23-023982-1;2;60
22-090152-1;3;79
23-079088-1;3;49
23-003288-1;3;15
23-007574-1;2;40
22-101768-1;3;6
23-040919-1;2;75
23-069056-1;2;34
23-041500-1;2;75
23-002632-1;3;29
23-048930-1;1;75
22-101726-1;3;6
23-055485-1;3;50
22-104387-1;3;84
23-000494-1;2;89
23-069813-1;2;17
23-018388-1;2;1
22-102139-1;2;90
23-046136-1;3;50
23-050358-1;2;74
23-041772-1;1;47
23-041525-1;1;34
23-048118-1;3;91
23-003765-1;3;86
23-040957-1;2;75
23-065265-1;2;75
23-041578-1;2;43
23-041313-1;2;17
23-040492-1;3;50
23-008731-1;3;75
23-015061-1;3;33
23-065432-1;2;26
23-055324-1;2;84
23-004257-1;2;46
23-063630-1;3;81
23-041563-1;2;24
23-000915-1;3;88
23-027162-1;3;56
23-025918-1;3;8
22-092100-1;3;84
22-096986-1;3;69
23-069730-1;3;8
22-087592-1;2;95
23-013428-1;2;75
23-041503-1;3;75
23-058885-1;3;71
23-013236-1;1;97
23-059969-1;3;28
23-052639-1;3;20
22-106596-1;2;33
23-041591-1;3;75
23-017305-1;3;71
23-031242-1;3;24
23-042247-1;2;57
23-069346-1;3;94
23-043439-1;2;75
23-000648-1;2;75
23-047444-1;1;62
23-038661-1;3;20
23-066673-1;3;94
23-032252-1;2;82
22-100611-1;1;39
23-029741-1;3;82
23-041091-1;3;14
23-049816-1;2;17
23-013230-1;2;97
23-061360-1;2;75
23-031583-1;2;48
23-041611-1;2;2
23-014395-1;3;33
23-038323-1;3;61
23-020469-1;1;41
22-104117-1;1;13
23-010752-1;3;16
23-041656-1;2;94
22-097532-1;3;10
23-036742-1;2;25
22-088562-1;2;75
22-108687-1;2;11
23-062647-1;2;92
23-015657-1;3;51
22-093632-1;2;93
23-053989-1;2;27
23-041655-1;2;85
23-038392-1;3;75
23-046813-1;2;97
23-070780-1;2;75
22-103833-1;3;18
22-109373-1;2;20
23-004381-1;1;46
23-053184-1;2;77
22-094543-1;2;69
23-024206-1;2;78
23-004372-1;2;46
22-103115-1;3;24
23-045936-1;3;25
23-069701-1;3;8
23-064623-1;2;81
23-053913-1;2;71
22-103576-1;2;93
23-012767-1;3;39
23-057954-1;2;2
23-041134-1;3;61
23-047337-1;3;13
23-005691-1;2;42
23-060635-1;2;47
23-026419-1;3;85
23-051739-1;2;59
23-066300-1;2;29
22-097956-1;3;57
23-010878-1;2;74
23-056027-1;2;31
23-059874-1;2;29
23-041750-1;2;97
23-059209-1;3;60
23-049830-1;3;81
23-025730-1;2;77
23-041359-1;3;54
23-003355-1;3;43
23-035099-1;3;62
22-107545-1;2;30
23-026997-1;2;75
23-028694-1;2;94
23-063555-1;2;75
23-026888-1;2;69
23-016073-1;2;67
23-046863-7;2;93
23-042313-1;3;29
23-042958-1;3;35
23-030960-1;3;91
23-057785-1;2;40
22-106581-1;2;33
23-041194-1;2;58
23-020071-1;3;75
23-062930-1;2;92
23-077980-1;2;60
23-050739-1;2;35
22-101100-1;2;40
23-046863-6;2;93
22-098631-1;2;62
23-034953-1;2;37
23-001093-1;2;30
23-000136-1;2;16
23-005239-1;2;42
23-034583-1;2;17
23-041863-1;2;37
22-106160-1;3;94
23-065252-1;2;92
23-020584-1;2;97
23-032648-1;1;75
23-028034-1;3;64
23-022883-1;2;24
23-082262-1;3;67
23-038440-1;2;93
23-072809-1;2;72
23-025016-1;2;86
23-035418-1;3;24
23-086024-1;2;84
22-107754-1;2;62
23-001095-1;1;30
23-003609-1;3;43
23-047674-1;1;97
23-006847-1;2;33
23-003624-1;3;43
23-007648-1;2;81
23-066100-1;2;93
22-001166-1;3;47
22-108839-1;2;20
23-009448-1;2;69
23-042145-1;2;11
23-042523-1;3;75
23-041291-1;2;5
23-042059-1;2;93
23-008375-1;2;19
22-104753-1;2;38
23-072866-1;2;97
22-090609-1;3;63
23-004587-1;2;83
23-016400-1;2;4
23-001130-1;3;30
23-019506-1;2;7
23-042168-1;2;4
23-041918-1;3;13
23-035684-1;3;91
23-069574-1;2;75
22-103099-1;3;24
23-042237-1;3;52
23-042156-1;2;1
22-092740-1;2;69
23-041344-1;1;47
23-000122-1;3;16
23-024446-1;3;76
23-020485-1;2;40
22-106396-1;2;94
23-030423-1;3;79
23-026352-1;2;6
23-063328-1;3;61
23-028380-1;2;94
23-030400-1;2;79
23-012451-1;2;92
23-013174-1;2;36
23-062601-1;2;94
23-025367-1;2;59
22-102405-1;2;92
23-078260-1;2;19
23-062348-1;2;1
23-075700-1;2;57
22-105102-1;3;91
23-066261-1;3;2
23-041942-1;1;41
23-041438-1;2;92
23-069902-1;2;77
23-006817-1;3;38
22-096974-1;3;69
23-067890-1;2;14
23-076163-1;3;49
22-096980-1;3;69
23-042229-1;3;75
23-052628-1;3;62
23-041342-1;2;26
23-067896-1;2;14
23-006585-1;2;26
23-050194-1;3;89
23-013245-1;2;97
22-102426-1;2;75
23-015851-1;3;73
23-010939-1;2;19
23-080030-1;2;62
23-004382-1;3;46
23-042267-1;2;75
23-020080-1;3;75
23-069078-1;3;73
23-015794-1;3;54
23-041984-1;3;74
23-033804-1;3;94
23-054071-1;2;46
22-093857-1;2;7
23-041362-1;2;75
23-011230-1;2;35
23-039054-1;2;76
23-069039-1;3;44
22-103439-1;1;97
23-064321-1;1;81
23-001356-1;2;79
23-053716-1;2;35
23-002848-1;2;81
23-048972-1;2;78
23-010467-1;1;16
23-002364-1;3;7
23-041416-1;2;75
23-030689-1;2;60
23-043450-1;2;22
23-023119-1;3;38
23-078843-1;3;80
22-089832-1;3;83
23-066726-1;2;28
23-011747-1;2;50
23-010083-1;3;84
23-041776-1;2;59
22-107905-1;2;80
23-042075-1;2;37
23-048033-1;1;97
22-087099-1;2;49
23-064785-1;2;79
23-051284-1;2;59
23-076839-1;0;93
23-042080-1;3;88
23-041156-1;2;75
23-024887-1;3;5
23-035975-1;2;75
22-079507-1;2;59
22-071977-1;3;15
23-075440-1;2;44
23-002483-1;3;57
23-042391-1;1;93
23-017761-1;3;50
23-009452-1;2;62
23-016558-1;2;61
23-040701-1;2;69
22-107716-1;2;26
23-042432-1;2;37
23-048425-1;2;71
23-081405-1;3;39
23-019044-1;2;54
23-015981-1;3;68
23-058261-1;3;39
22-106042-1;2;95
23-065477-1;3;15
23-044906-1;2;79
23-042480-1;3;47
23-037339-1;3;15
23-041510-1;2;26
23-051236-1;2;93
23-072841-1;3;97
22-100538-1;3;23
23-042208-1;2;54
23-042108-1;1;18
23-025673-1;2;75
23-069949-1;1;62
22-091943-1;3;54
23-041496-1;3;75
23-066476-1;2;3
23-036433-1;2;20
23-077096-1;3;54
22-103770-1;2;1
22-101464-1;3;42
23-041539-1;3;75
22-088927-1;2;78
23-042159-1;0;77
23-035610-1;2;75
23-025567-1;3;22
23-042159-2;1;77
23-000325-1;3;72
22-096083-1;3;87
23-042193-1;2;92
23-073058-1;2;49
23-014386-1;3;33
22-014006-1;2;23
23-032569-1;3;91
23-061682-1;2;79
23-063334-1;3;61
23-028898-1;3;52
23-041174-1;3;68
23-067550-1;2;75
23-022381-1;2;56
23-074312-1;1;68
23-063335-1;2;61
23-041571-1;3;69
23-053231-1;3;75
23-035694-1;1;54
23-022379-1;2;56
23-011622-1;3;66
23-063330-1;3;61
23-056754-1;2;67
23-042587-1;3;75
23-074583-1;2;75
23-005133-1;2;48
23-018155-1;3;54
23-069048-1;2;60
23-010903-1;2;76
23-031808-1;3;64
23-059217-1;2;92
23-033221-1;3;75
23-042336-1;3;56
23-030944-1;3;54
23-034848-2;3;20
23-054511-1;3;41
23-002250-1;2;94
22-099757-1;2;20
23-042651-1;1;93
23-060552-1;3;69
22-095651-1;3;55
22-105385-1;2;75
23-077732-1;2;59
22-100613-1;3;17
23-003214-1;1;90
23-044550-1;3;75
23-041638-1;2;4
23-071390-1;3;44
23-060526-1;3;69
23-039000-1;3;31
23-076077-1;2;56
23-042239-1;3;38
23-008787-1;0;91
23-040268-1;2;4
22-094063-1;3;20
22-089553-1;3;61
23-014050-1;2;33
23-055081-1;3;74
22-096088-1;2;94
23-018217-1;3;75
23-036945-1;2;56
22-041506-1;2;61
23-042667-1;2;31
23-026165-1;2;57
23-041608-1;0;59
23-075817-1;3;27
23-042277-1;2;10
23-041659-1;3;75
22-094949-1;2;42
23-018849-1;3;63
22-089904-1;2;40
23-007318-1;1;53
23-004056-1;3;63
23-001311-1;3;24
22-087517-1;2;92
23-042486-1;3;75
22-098302-1;2;97
23-054759-1;1;75
23-042259-1;3;75
23-060653-1;3;83
22-089299-1;3;57
23-051445-1;2;19
23-041371-1;1;54
22-007114-1;2;33
22-094804-1;3;38
23-041560-1;2;1
23-059900-1;2;59
23-043681-1;3;63
23-061156-1;2;83
23-062724-1;2;60
23-042301-1;3;69
23-073785-1;2;16
23-020626-1;2;59
22-100206-1;2;13
23-001465-1;2;83
23-017926-1;3;69
23-071201-1;2;25
23-023339-1;2;75
23-061307-1;2;70
23-004859-1;2;45
23-014862-1;2;33
23-009518-1;2;75
23-043302-1;2;75
23-041695-1;3;95
22-097467-1;3;62
23-034284-1;2;75
22-103837-1;3;79
23-010627-1;3;13
23-042346-1;3;63
23-083851-1;2;93
23-042858-1;3;24
22-108085-1;2;71
23-010487-1;3;16
23-013095-1;3;50
23-018916-1;3;74
23-057223-1;2;87
23-085710-1;3;94
23-026566-1;2;85
23-081063-1;3;24
23-042750-1;2;78
23-017546-1;3;35
23-011424-1;2;34
23-073840-1;3;14
23-003613-1;3;92
22-108901-1;2;84
23-053275-1;2;17
22-093143-1;3;85
23-058747-1;3;11
23-049950-1;2;22
22-090298-1;2;85
23-013751-1;2;15
23-029998-1;2;48
22-096312-1;2;83
23-025905-1;3;49
23-058141-1;2;6
22-096918-1;2;83
23-010576-1;3;16
23-031121-1;2;48
23-019332-1;2;75
23-041994-1;3;81
23-065295-1;2;88
23-052373-1;2;7
23-031070-1;2;75
23-068368-1;2;18
22-090521-1;3;51
22-106985-1;2;83
23-038593-1;2;51
23-024288-1;2;78
23-058115-1;3;11
22-100599-1;2;42
23-011562-1;0;48
23-065992-1;2;61
23-056401-1;2;38
23-009773-1;2;61
23-065994-1;3;61
23-042530-1;3;24
23-041670-1;2;75
23-013104-1;2;36
23-042527-1;3;47
23-009770-1;2;61
23-029703-1;2;82
22-095003-1;1;37
23-015675-1;2;17
23-017619-1;3;13
23-070427-1;2;75
23-027471-1;2;78
23-065180-1;2;93
23-058569-1;3;20
23-041838-1;2;33
23-035221-1;2;62
23-071978-1;2;97
23-026817-1;3;37
22-091429-1;2;16
23-043744-1;2;68
23-001127-1;3;30
23-009025-1;3;47
23-053494-1;3;44
23-015305-1;2;76
23-064528-1;2;53
23-054505-1;3;41
23-048048-1;2;97
23-054521-1;1;33
22-089534-1;2;61
23-001129-1;3;30
22-101501-1;3;69
22-092374-1;2;19
23-010548-1;3;16
22-015313-1;2;82
23-007918-1;2;54
23-040888-1;2;95
22-101882-1;3;94
23-042703-1;1;26
23-000601-1;2;60
22-098365-1;3;22
23-055815-1;2;31
23-041895-1;2;38
23-052105-1;3;59
22-104142-1;2;45
23-041974-1;2;38
23-072744-1;2;92
23-034764-1;2;34
23-051636-1;3;71
22-088878-1;2;93
22-091410-1;2;56
23-065036-1;3;14
23-051443-1;3;50
23-013835-1;2;72
23-048294-1;2;49
22-098292-1;2;33
23-042688-1;2;51
23-072579-1;2;97
23-008139-1;3;83
23-037981-1;2;75
22-103464-1;2;97
23-057665-1;2;68
23-042752-1;3;40
23-000461-1;2;89
23-042930-1;2;94
23-087422-1;2;69
23-046341-1;2;93
23-039746-1;3;48
22-102373-1;3;75
22-102817-1;3;24
23-005645-1;2;42
23-000916-1;3;30
23-058379-1;1;75
23-042049-1;2;59
23-055848-1;2;29
22-101122-1;3;24
22-096285-1;2;26
23-025858-1;2;31
23-041906-1;3;63
23-024406-1;2;26
23-026875-1;3;81
23-024418-1;3;76
22-006676-1;3;33
23-077810-1;2;14
23-077044-1;2;83
22-103886-1;1;20
23-036125-1;2;20
23-065632-1;1;26
23-047489-1;2;6
23-058065-1;3;75
23-022304-1;2;27
23-043018-1;3;75
22-006716-1;3;33
23-013960-1;3;61
23-051967-1;3;75
23-029423-1;3;57
22-102277-1;2;81
23-009585-1;2;61
23-017734-1;3;91
22-099414-1;2;92
23-024216-1;2;31
22-090969-1;3;88
23-019499-1;2;7
23-038433-1;2;93
23-054414-1;2;75
23-049762-1;2;35
23-053444-1;1;97
23-019934-1;3;69
23-033341-1;2;94
23-014158-1;2;80
23-033706-1;3;75
23-062897-1;2;78
23-057190-1;1;59
23-050055-1;1;97
23-009101-1;3;57
23-072891-1;2;92
23-042788-1;2;11
23-003377-1;3;23
23-054656-1;2;94
22-105177-1;2;69
23-024970-1;2;80
23-038433-7;2;93
23-065993-1;2;61
23-028002-1;2;75
23-038433-6;2;93
23-085547-1;2;75
23-020067-1;3;75
23-074113-1;2;89
23-065996-1;2;61
23-030648-1;3;59
23-038433-2;2;93
23-042842-1;3;93
23-007201-1;3;94
23-038433-4;2;93
23-071999-1;2;59
23-007412-1;3;88
23-032406-1;2;85
23-004807-1;2;76
23-071874-1;3;35
23-057141-1;2;34
23-042825-1;2;93
23-063379-1;3;81
22-093049-1;2;24
23-065257-1;3;94
23-032396-1;2;91
22-106022-1;2;11
22-108816-1;2;24
23-042000-1;2;53
23-043212-1;1;78
23-047313-1;2;37
23-008045-1;3;39
23-012495-1;2;90
23-018162-1;3;81
23-068323-1;3;54
23-056899-1;2;40
23-041996-1;2;74
23-004890-1;2;8
22-010607-1;3;84
23-053277-1;2;44
23-045162-1;3;73
23-042922-1;2;75
23-004675-1;1;75
23-052600-1;2;73
23-008260-1;3;19
23-070181-1;2;75
23-043309-1;3;22
23-033676-1;3;75
22-106896-1;2;78
22-098531-1;1;19
22-098676-1;3;22
22-107389-1;2;62
23-046517-1;2;75
23-000332-1;3;72
23-066592-1;3;57
23-043228-1;2;75
23-000335-1;2;72
23-067848-1;1;59
23-051012-1;1;3
23-070389-1;2;92
23-071125-1;3;75
23-056759-1;2;31
23-042950-1;0;84
23-079701-1;2;74
23-012384-1;3;75
23-032823-1;2;83
23-042149-1;3;75
22-098524-1;3;91
22-090847-1;2;75
22-091660-1;2;75
23-006348-1;2;44
23-043685-1;2;59
23-075347-1;2;75
23-029960-1;2;78
23-049852-1;2;10
23-001323-1;2;38
23-010519-1;3;16
23-046461-1;3;38
23-063327-1;3;61
23-028087-1;3;74
23-064566-1;2;20
23-042203-1;2;57
23-073447-1;3;75
23-039741-1;3;48
22-089362-1;2;69
23-026513-1;3;29
23-043097-1;2;94
23-046387-1;2;75
23-043381-1;2;75
23-044974-1;2;59
23-079948-1;3;73
23-018361-1;2;75
23-046081-1;2;75
23-008086-1;2;93
23-071402-1;1;71
23-007515-1;1;33
23-042194-1;2;43
22-087254-1;2;94
23-054836-1;3;91
23-002077-1;3;8
23-006397-1;3;63
22-103485-1;2;62
23-050359-1;2;74
22-091888-1;2;75
23-063539-1;2;34
23-007018-1;3;75
23-043395-1;3;75
23-047994-1;2;77
23-005545-1;3;42
23-046119-1;3;29
23-053578-1;2;4
23-042246-1;2;33
23-029228-1;3;75
23-013662-1;3;34
23-039585-1;2;57
23-046095-1;2;75
23-052169-1;1;4
23-010493-1;3;16
22-089423-1;3;75
23-047859-1;1;77
23-057149-1;2;33
23-045532-1;3;29
22-081434-1;2;97
23-029142-1;2;94
23-040309-1;3;75
23-010242-1;2;66
23-032024-1;2;75
23-043673-1;2;69
23-083009-1;3;75
23-031279-1;2;75
23-048529-1;2;75
23-036195-1;2;3
23-053083-1;2;60
22-092191-1;2;41
22-100518-1;3;42
23-057317-1;2;62
23-017492-1;3;37
22-016997-1;1;82
22-101143-1;2;75
22-101358-1;2;75
22-016996-1;1;82
23-018846-1;3;63
23-076389-1;3;24
23-043107-1;3;20
23-004825-1;3;85
23-073479-1;3;24
23-054628-1;3;97
23-042266-1;2;54
23-032129-1;3;91
22-090320-1;2;17
23-019459-1;3;7
22-097235-1;2;75
22-006662-1;3;33
23-058817-1;2;59
23-064683-1;2;34
23-066787-1;2;60
23-042463-1;2;75
23-020385-1;2;32
22-108475-1;2;93
23-042308-3;3;93
22-095877-1;3;22
23-045270-1;2;24
23-079408-1;1;47
23-053366-1;2;82
23-011981-1;2;9
22-090422-1;3;79
23-011073-1;2;45
23-043284-1;2;54
23-054763-1;3;79
23-043557-1;2;59
23-019404-1;2;7
23-053002-1;2;69
23-082349-1;2;6
23-054998-1;3;2
23-071377-1;2;75
23-043549-1;2;42
22-102660-1;3;83
23-056675-1;3;38
22-103507-1;2;53
23-030592-1;2;71
23-042397-1;3;72
23-024111-1;3;60
23-009403-1;2;71
23-061073-1;2;75
22-102035-1;2;70
23-066933-1;2;59
23-026701-1;3;5
23-037664-1;3;15
23-030572-1;2;75
23-045326-1;2;75
23-045050-1;3;83
22-006862-1;2;33
23-042437-1;2;56
23-043565-1;1;69
22-096342-1;2;75
23-030525-1;3;75
22-087429-1;2;93
23-059228-1;2;95
23-076595-1;3;75
23-035374-1;2;75
23-050482-1;2;77
23-081870-1;2;78
23-010762-1;3;16
23-053194-1;2;81
23-007971-1;3;37
22-104450-1;2;92
23-055981-1;1;64
23-001096-1;2;30
23-059263-1;3;49
23-043399-1;2;44
22-106945-1;2;31
23-056744-1;2;22
23-064201-1;3;84
23-044615-1;3;15
22-023413-1;3;64
23-042595-1;1;93
22-091409-1;2;75
23-033072-1;2;51
23-019355-1;2;2
23-010060-1;3;84
22-108020-1;2;75
22-109312-1;2;38
23-011941-1;3;9
23-020808-1;2;37
23-040961-1;2;40
23-043763-1;2;93
23-058679-1;2;84
23-040937-1;2;40
23-012185-1;2;66
23-003938-1;1;63
22-096224-1;3;83
23-077608-1;3;88
23-043503-1;3;75
22-100824-1;3;74
22-109325-1;1;19
23-013376-1;3;14
23-021466-1;3;54
23-067751-1;2;12
22-109156-1;2;84
23-050726-1;2;75
23-063309-1;1;56
23-002644-1;2;91
22-099302-1;3;57
23-007928-1;2;59
23-039364-1;2;34
23-005248-1;2;42
22-098418-1;2;34
23-049376-1;3;75
23-040286-1;2;4
23-059140-1;2;6
23-035209-1;2;75
22-105188-1;2;75
22-094999-1;2;46
23-046769-1;2;97
23-043030-1;2;76
23-077133-1;2;13
23-009922-1;2;10
22-108082-1;2;14
23-006249-1;3;81
23-043817-1;2;59
23-045263-1;1;40
23-052281-1;2;72
23-050639-1;2;7
23-053056-1;2;75
23-070242-1;3;69
23-012390-1;2;97
23-046413-1;2;31
23-003452-1;3;91
22-093931-1;3;59
22-096303-1;3;74
23-013455-1;3;75
23-015807-1;2;92
23-023293-1;2;75
23-011070-1;1;45
23-028106-3;2;28
23-008553-1;2;75
23-009918-1;3;37
22-096905-1;2;13
23-010498-1;1;16
23-073122-1;1;97
22-088142-1;3;69
23-042649-1;3;31
23-043841-1;3;75
23-008214-1;3;61
23-086954-1;2;72
22-107521-1;3;21
23-013987-1;2;5
23-042717-1;3;81
23-018548-1;2;73
23-036179-1;3;67
22-090571-1;2;85
23-070779-1;3;24
22-004451-1;3;61
23-061989-1;2;75
22-091003-1;3;69
23-061378-1;3;61
22-108040-1;1;97
23-064408-1;2;59
22-106424-1;2;92
23-032201-1;2;93
23-046269-1;3;85
22-105179-1;2;77
23-017917-1;3;69
22-104087-1;3;39
23-063036-1;1;56
23-032504-1;3;75
22-101112-3;3;12
23-063315-1;1;56
23-068615-1;3;25
23-000602-1;2;95
22-105218-1;2;75
23-040799-1;2;31
23-062475-1;2;88
22-095571-1;3;8
23-026971-1;2;30
23-032350-1;3;5
23-060144-1;3;75
23-026990-1;2;30
23-005946-1;2;69
23-074855-1;3;44
22-100197-1;3;62
22-106916-1;2;60
23-010042-1;2;62
23-051402-1;3;7
23-003922-1;3;63
22-107901-1;2;13
23-054124-1;2;54
23-000595-1;2;11
23-067627-1;2;85
23-042890-1;2;24
23-064724-1;2;59
23-068959-1;2;62
23-013092-1;3;50
23-058623-1;3;88
23-028096-1;3;75
23-043348-1;2;31
23-046257-1;2;75
23-074904-1;3;14
23-042714-1;2;75
23-085135-1;3;70
23-059875-1;3;14
23-042757-1;1;75
23-068568-1;1;17
23-071919-1;3;42
23-026873-1;3;81
23-043991-1;2;59
23-043856-1;2;75
23-000364-1;2;75
23-046139-1;2;75
22-014285-1;3;97
23-061307-2;2;70
22-104353-1;1;14
23-036005-1;3;60
23-004976-1;3;47
23-051652-1;1;80
23-019569-1;1;7
23-045335-1;2;94
23-055061-1;2;56
23-043924-1;2;25
23-042744-1;2;55
22-106712-1;2;62
22-093053-1;3;62
23-008770-1;2;13
23-071155-1;3;75
22-093050-1;3;62
23-034624-1;3;80
23-028861-1;3;97
23-062310-1;1;56
23-043484-1;1;20
23-030633-1;2;59
23-057608-1;2;11
23-050419-1;2;22
22-104916-1;2;57
23-035745-1;3;10
23-009734-1;3;25
23-044854-1;2;97
23-075071-1;2;78
23-055904-1;2;59
23-044557-1;2;75
23-044097-1;2;3
23-042756-1;2;1
23-015344-1;3;47
23-032798-1;2;76
23-025752-1;3;50
23-019803-1;2;4
23-044065-1;2;94
23-073433-1;2;66
22-105333-1;3;49
23-005553-1;3;42
23-073398-1;2;87
23-044639-1;3;72
23-030682-1;2;83
22-099903-1;2;62
22-090660-1;2;4
23-044158-1;3;75
22-098897-1;2;62
23-047637-1;3;14
23-030676-1;2;82
23-042784-1;3;75
23-042861-1;2;92
23-044582-1;2;74
23-042824-1;2;75
22-108133-1;2;97
23-038061-1;3;22
23-011456-1;1;34
23-015719-1;1;75
23-007591-1;3;65
23-032249-1;2;82
23-041574-1;2;94
23-080044-1;2;28
22-095698-1;2;89
23-019604-1;3;7
23-061172-1;1;97
23-071615-1;3;75
22-092576-1;3;45
23-015859-1;3;65
23-056146-1;2;93
23-005381-1;3;42
23-082597-1;2;17
23-078242-1;2;59
22-105426-1;1;27
23-008366-1;2;75
23-070948-1;2;76
22-105422-1;1;27
22-091128-1;2;61
23-042848-1;2;75
23-078751-1;1;25
23-044638-1;2;24
23-043293-1;3;75
23-023733-1;2;75
23-027482-1;1;35
23-042917-1;2;59
23-046228-1;2;85
23-011396-1;2;34
23-057691-1;3;83
22-091024-1;2;35
23-027400-1;2;59
23-042886-1;2;52
23-059540-1;2;85
23-032592-1;2;94
23-051966-1;3;75
